"","handle","score.sys","score.prov","timestamp","submission_id","mm_rating","mm_events","mm_reg","algo_rating","algo_events","algo_reg","country","payments","days_as_member","gender","school","treatment","room_size","room_id","mm_rating_imputed","age","educ","prlang","risk","odds.sys","odds.prov"
"475","fugusuki",0.7935606,0.80190361,2015-03-14 22:35:50,3,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.8560445768808,0.901476642827095
"476","fugusuki",0.8245538,0.82491531,2015-03-15 10:22:16,4,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.04660764468857,1.04922846381005
"477","fugusuki",0.82746,0.83018462,2015-03-15 11:26:35,5,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.06798729560567,1.08869576481496
"478","fugusuki",0.804914,0.81566451,2015-03-15 11:36:00,6,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.918823826171276,0.985397554127424
"479","fugusuki",0.8182228,0.82761635,2015-03-15 11:48:08,7,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.00239995601319,1.06915792895199
"480","fugusuki",0.8095238,0.81545346,2015-03-15 11:56:25,8,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.946450215793085,0.984015963548988
"481","fugusuki",0.8034043,0.82061601,2015-03-15 13:08:16,9,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.910057867723544,1.01874426601798
"482","fugusuki",0.7926531,0.79422562,2015-03-15 13:14:12,10,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.851323235863189,0.859530836198157
"483","fugusuki",0.8225597,0.82385074,2015-03-15 13:29:04,11,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.03234304542363,1.04154151303184
"484","fugusuki",0.8167492,0.82771068,2015-03-15 13:39:46,12,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.992548437100112,1.06986522995964
"485","fugusuki",0.8272808,0.83008014,2015-03-15 13:48:20,13,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.06664818495197,1.08788941986116
"486","fugusuki",0.8139535,0.82305559,2015-03-15 19:53:58,14,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.974287121833704,1.03586031059631
"487","fugusuki",0.806867,0.81492581,2015-03-15 20:10:13,15,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.930367087396976,0.980575610205326
"488","fugusuki",0.831369,0.83121961,2015-03-15 20:15:50,16,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.09790631344136,1.0967374305632
"489","fugusuki",0.7947524,0.81457816,2015-03-15 20:26:19,17,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.862308430163589,0.978319582849964
"490","fugusuki",0.8140477,0.82586476,2015-03-15 20:34:53,18,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.974893490449945,1.05616345845118
"491","fugusuki",0.8166122,0.81750827,2015-03-15 20:40:08,19,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.99164058914708,0.997603209801398
"492","fugusuki",0.8080229,0.81508988,2015-03-15 20:45:24,20,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.937309704623198,0.981643266615024
"493","fugusuki",0.7912273,0.80912773,2015-03-15 20:52:28,21,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.843988301579918,0.944024179671107
"494","fugusuki",0.7912273,0.80912773,2015-03-15 20:58:51,22,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.843988301579918,0.944024179671107
"495","fugusuki",0.811943,0.82418379,2015-03-15 21:04:31,23,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.961490305380647,1.0439363644411
"496","fugusuki",0.8158016,0.82163115,2015-03-15 21:10:04,24,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.986296678637354,1.02580959063212
"497","fugusuki",0.8136156,0.80638212,2015-03-15 21:16:11,25,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.972117090529448,0.927479459723381
"498","fugusuki",0.8074324,0.80401383,2015-03-15 21:21:53,26,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.933752604180781,0.913580801800859
"499","fugusuki",0.8217123,0.82313104,2015-03-15 21:28:51,27,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.0263778636042,1.03639719358856
"500","fugusuki",0.8291592,0.82593197,2015-03-15 21:34:51,28,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.08082454506275,1.05665724253104
"501","fugusuki",0.8244631,0.82610366,2015-03-15 22:05:06,29,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.04595179582889,1.05792036196247
"502","fugusuki",0.7852039,0.78857384,2015-03-15 22:10:36,30,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.814075955533325,0.83060112516169
"503","fugusuki",0.8290337,0.83103567,2015-03-15 22:15:55,31,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.07986768046272,1.09530105490422
"504","fugusuki",0.8320576,0.83091469,2015-03-15 22:21:42,32,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.10332105981442,1.09435803351589
"505","fugusuki",0.8205599,0.82395323,2015-03-15 22:41:30,33,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.01835607457511,1.04227751924429
"506","fugusuki",0.8051948,0.80862343,2015-03-15 22:47:01,34,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.920469255845351,0.940949738166175
"507","fugusuki",0.8252788,0.82863293,2015-03-15 22:53:08,35,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.05187457179574,1.07682142590699
"508","fugusuki",0.7763281,0.77949424,2015-03-15 22:59:49,36,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.772934603453402,0.787230375696877
"509","fugusuki",0.8274956,0.83218951,2015-03-16 00:30:43,37,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.06825365553973,1.10436339435841
"510","fugusuki",0.831005,0.83320577,2015-03-16 00:36:04,38,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.09506185898765,1.11244901897941
"511","fugusuki",0.8258706,0.83123034,2015-03-16 00:41:49,39,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.0562063491326,1.09682131709354
"512","fugusuki",0.8209237,0.82304118,2015-03-16 00:47:34,40,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.02087731319466,1.03575782477368
"513","fugusuki",0.8255659,0.83024951,2015-03-16 00:53:03,41,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.05397237657855,1.08919706583424
"514","fugusuki",0.825603,0.82997795,2015-03-16 00:59:57,42,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.05424396570755,1.08710170710101
"515","fugusuki",0.8257646,0.83116217,2015-03-16 01:08:28,43,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.05542830140913,1.09628854922046
"516","fugusuki",0.8305767,0.83551209,2015-03-16 01:42:06,44,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.09173058806782,1.13116934600946
"517","fugusuki",0.8333333,0.82832681,2015-03-16 01:51:21,45,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.11347064364975,1.07450418744974
"518","fugusuki",0.8283814,0.83284813,2015-03-16 02:17:17,46,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.07491681206617,1.10959233173767
"519","fugusuki",0.8295142,0.82839282,2015-03-16 02:35:01,47,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.08353884237179,1.07500316461595
"520","fugusuki",0.8305767,0.83551209,2015-03-16 02:44:45,48,0.482872928176796,5,11,1289,88,95,"Japan",0,1966.63658564815,"Male","Some school","tournament","Small","2B",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",1.09173058806782,1.13116934600946
"521","fujiyama",NA,0,2015-03-13 00:52:14,1,0.476979742173112,5,30,1184,109,116,"Japan",1400,2045.00862268519,"Male","No school","tournament","Small","2B",FALSE,NA,NA,NA,"7",NA,0
"522","fujiyama",NA,0,2015-03-13 01:25:04,2,0.476979742173112,5,30,1184,109,116,"Japan",1400,2045.00862268519,"Male","No school","tournament","Small","2B",FALSE,NA,NA,NA,"7",NA,0
"523","fujiyama",NA,0,2015-03-14 07:42:38,3,0.476979742173112,5,30,1184,109,116,"Japan",1400,2045.00862268519,"Male","No school","tournament","Small","2B",FALSE,NA,NA,NA,"7",NA,0
"524","fujiyama",NA,0,2015-03-14 07:48:00,4,0.476979742173112,5,30,1184,109,116,"Japan",1400,2045.00862268519,"Male","No school","tournament","Small","2B",FALSE,NA,NA,NA,"7",NA,0
"525","fujiyama",NA,0,2015-03-15 23:08:23,5,0.476979742173112,5,30,1184,109,116,"Japan",1400,2045.00862268519,"Male","No school","tournament","Small","2B",FALSE,NA,NA,NA,"7",NA,0
"526","goldfinch",0.7802401,0.79408493,2015-03-12 16:50:41,1,0.556537753222836,24,58,1528,129,142,"Russia",134,2950.28303240741,"Male","Some school","tournament","Small","2C",FALSE,"26-30 years","Postgraduate/Master of arts","C#","7",0.790658036206076,0.858791413688502
"527","gondzo",0.7928669,0.7993725,2015-03-16 05:18:58,1,0.126335174953959,7,23,977,30,48,"Bosnia & Herzegowina",136175.64,2031.50033564815,"Male","Some school","race","Large","1G",FALSE,"26-30 years","Postgraduate/Master of arts","C++","5",0.852431822197179,0.887294140344261
"528","GoogleHireMe",0.7802401,0.79408493,2015-03-10 16:40:43,1,0.23572744014733,2,8,1581,104,114,"Ukraine",0,2107.13655092593,"Male","Some school","target","Large","3F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","4",0.790658036206076,0.858791413688502
"529","haipt81",0.7928669,0.7993725,2015-03-10 22:53:11,1,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.852431822197179,0.887294140344261
"530","haipt81",0.8062731,0.79739037,2015-03-12 21:25:29,2,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.926832198396018,0.876435124641413
"531","haipt81",0.7858117,0.78744258,2015-03-13 10:53:26,3,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.817017987799793,0.82499534179558
"532","haipt81",0.8024746,0.80133272,2015-03-13 11:00:23,4,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.904726302361357,0.898246227218212
"533","haipt81",0.7941041,0.79920451,2015-03-13 21:35:17,5,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.858892105731776,0.886365499276176
"534","haipt81",0.7989441,0.79521442,2015-03-14 02:31:56,6,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.884929031947203,0.864756321792255
"535","haipt81",0.8034577,0.80037032,2015-03-14 20:18:51,7,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.910365633326493,0.892842255975051
"536","haipt81",0.8059567,0.80178001,2015-03-14 22:17:11,8,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.924957822177859,0.900775666533178
"537","haipt81",0.7990741,0.80459149,2015-03-15 00:19:05,9,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.885645669363465,0.916939819313681
"538","haipt81",0.8163078,0.81419913,2015-03-15 01:46:28,10,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.989628290832885,0.975869539169555
"539","haipt81",0.8067921,0.78515514,2015-03-15 03:10:46,11,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.929920085545132,0.813840655922644
"540","haipt81",0.8185962,0.8130115,2015-03-15 05:43:28,12,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",1.00492167910388,0.968257037692821
"541","haipt81",0.7990805,0.8055093,2015-03-15 07:49:38,13,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.885680973925988,0.922317801309262
"542","haipt81",0.8071956,0.8145576,2015-03-15 09:29:57,14,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.932332270417602,0.978186426446633
"543","haipt81",0.8063021,0.80283914,2015-03-15 10:35:10,15,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.927004302817577,0.906810843194834
"544","haipt81",0.7987013,0.8070542,2015-03-15 12:23:19,16,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.883593052547489,0.931485811254475
"545","haipt81",0.7966881,0.81211101,2015-03-15 19:05:56,17,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.872638566061718,0.962549201038953
"546","haipt81",0.7893038,0.79975242,2015-03-15 21:28:56,18,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.834250281826806,0.889400067234823
"547","haipt81",0.7970548,0.80292281,2015-03-15 23:42:35,19,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.874617713727093,0.90729037959107
"548","haipt81",0.8066451,0.80627377,2015-03-16 03:01:52,20,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.929043798999742,0.92683617402015
"549","haipt81",0.7994337,0.8040873,2015-03-16 03:32:48,21,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.887632837749249,0.91400692079709
"550","haipt81",0.8050139,0.80679599,2015-03-16 03:46:06,22,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.919408676317178,0.929943292462532
"551","haipt81",0.7835643,0.78975508,2015-03-16 04:36:55,23,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.806221944768053,0.836518959223223
"552","haipt81",0.8048215,0.81499279,2015-03-16 05:25:32,24,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.918282832077294,0.981011241933915
"553","haipt81",0.8020446,0.81076814,2015-03-16 10:01:05,25,0.41767955801105,3,31,1646,50,52,"Singapore",131995.06,3848.74262731481,"Male","No school","race","Large","1F",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","7",0.902277312294143,0.954138208397341
"554","haveri",0.8031423,0.80681052,2015-03-10 05:08:24,1,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.908550276010983,0.930029983634879
"555","haveri",0.8081181,0.80620415,2015-03-10 21:47:39,2,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.937885227223418,0.926423212115143
"556","haveri",0.8029534,0.80412747,2015-03-12 03:35:57,3,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.907465801180402,0.914240038137773
"557","haveri",0.8023788,0.80003955,2015-03-12 04:48:28,4,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.904179767463185,0.890996961129759
"558","haveri",0.780803,0.7919544,2015-03-12 06:15:23,5,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.793260334429718,0.847716257537359
"559","haveri",0.8020305,0.80619726,2015-03-12 06:21:32,6,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.902197188345393,0.926382359138314
"560","haveri",0.7855489,0.79542601,2015-03-12 08:25:33,7,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.815743868160072,0.8658810671821
"561","haveri",0.7371766,0.76985274,2015-03-12 08:44:36,8,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.624620715113967,0.744921865811787
"562","haveri",0.8044693,0.81328065,2015-03-12 08:57:18,9,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.91622764532442,0.969973755969892
"563","haveri",0.8029534,0.80965114,2015-03-12 09:02:58,10,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.907465801180402,0.947232352589899
"564","haveri",0.7826087,0.79239721,2015-03-12 10:25:55,11,0.386740331491713,8,13,1208,126,133,"India",300,1413.77175925926,"Male","No school","race","Large","1H",FALSE,"41-50 years","Undergraduate/Bachelor's degree","Java","7",0.801699076323417,0.849999408196411
"565","hiro_00",0.7802401,0.79408493,2015-03-09 11:19:53,1,0.414364640883978,2,6,1533,25,28,"Japan",0,1942.7834375,"Male","No school","race","Small","1C",FALSE,"31-40 years","Postgraduate/Master of arts","C++","4",0.790658036206076,0.858791413688502
"566","hiro_00",0.7802401,0.79408493,2015-03-09 11:25:17,2,0.414364640883978,2,6,1533,25,28,"Japan",0,1942.7834375,"Male","No school","race","Small","1C",FALSE,"31-40 years","Postgraduate/Master of arts","C++","4",0.790658036206076,0.858791413688502
"567","hiro_00",0.780376,0.7951597,2015-03-09 19:10:57,3,0.414364640883978,2,6,1533,25,28,"Japan",0,1942.7834375,"Male","No school","race","Small","1C",FALSE,"31-40 years","Postgraduate/Master of arts","C++","4",0.791285083188547,0.86446582577376
"568","Infinity.",0.7928669,0.7993725,2015-03-10 05:05:32,1,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.852431822197179,0.887294140344261
"569","Infinity.",0.5725191,0.58608731,2015-03-12 11:45:17,2,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.298251156379034,0.315327935909623
"570","Infinity.",0.6126704,0.59658078,2015-03-12 16:52:11,3,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.352253310027881,0.329322606157297
"571","Infinity.",0.7402135,0.75065133,2015-03-12 17:42:47,4,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.634525812613573,0.670409367068546
"572","Infinity.",0.7853107,0.7923847,2015-03-13 04:08:04,5,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.814591710397248,0.849934772320271
"573","Infinity.",0.7890961,0.77853339,2015-03-13 05:42:29,6,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.833209393701108,0.78284873996663
"574","Infinity.",0.7890961,0.77853339,2015-03-13 08:09:22,7,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.833209393701108,0.78284873996663
"575","Infinity.",0.7928669,0.7993725,2015-03-14 02:55:23,8,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.852431822197179,0.887294140344261
"576","Infinity.",0.8031351,0.80193246,2015-03-14 03:26:17,9,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.908508902662565,0.901640386610157
"577","Infinity.",0.8047882,0.8075077,2015-03-14 04:10:31,10,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.918088199710937,0.93420498821387
"578","Infinity.",0.7934337,0.79328589,2015-03-14 05:19:09,11,0.426151012891344,3,7,1728,84,98,"Belarus",0,2557.32758101852,"Male","Some school","race","Large","1F",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C++","6",0.855381874646581,0.854611001182941
