ga:eventCategory	ga:eventLabel	ga:eventAction	ga:date	ga:pageviews
mmViewProblem	WojciechMigda	16344: ChildStuntedness5	20150220	5
mmViewProblem	WojciechMigda	16344: ChildStuntedness5	20150221	15
mmViewProblem	WojciechMigda	16344: ChildStuntedness5	20150222	4
mmViewProblem	WojciechMigda	16344: ChildStuntedness5	20150223	54
mmViewProblem	WojciechMigda	16344: ChildStuntedness5	20150224	35
mmViewProblem	WojciechMigda	16344: ChildStuntedness5	20150225	8
mmViewProblem	WojciechMigda	16344: ChildStuntedness5	20150301	16
mmViewProblem	WojciechMigda	16344: ChildStuntedness5	20150302	33
mmViewProblem	WojciechMigda	16349: MovingNQueens	20150223	54
mmViewProblem	WojciechMigda	16349: MovingNQueens	20150302	12
mmViewProblem	WojciechMigda	16359: BannerRegistration	20150303	18
mmViewProblem	WojciechMigda	16359: BannerRegistration	20150304	4
mmViewProblem	WojciechMigda	16359: BannerRegistration	20150305	20
mmViewProblem	Wollaston	16307: TripSafetyFactors	20150127	1
mmViewProblem	Wook.Song	16307: TripSafetyFactors	20150304	2
mmViewProblem	Wook.Song	16359: BannerRegistration	20150304	15
mmViewProblem	Wtop	16344: ChildStuntedness5	20150223	6
mmViewProblem	WyattB	16298: ABCSpeedup	20150117	2
mmViewProblem	X1011	16307: TripSafetyFactors	20150208	2
mmViewProblem	Xanthosis	16307: TripSafetyFactors	20150303	5
mmViewProblem	Xanxiver	16337: PrivateMatch	20150215	1
mmViewProblem	Xarion	16298: ABCSpeedup	20150113	6
mmViewProblem	Xavy	16344: ChildStuntedness5	20150226	4
mmViewProblem	Xiaofei.Hu	16307: TripSafetyFactors	20150304	2
mmViewProblem	Xingda.Wang	16298: ABCSpeedup	20150114	4
mmViewProblem	Xtr0	16344: ChildStuntedness5	20150227	4
mmViewProblem	Xtr0	16349: MovingNQueens	20150227	6
mmViewProblem	Xylofo	16275: ActiveMolecules	20150110	7
mmViewProblem	Xylofo	16298: ABCSpeedup	20150110	7
mmViewProblem	Xytoeh	16275: ActiveMolecules	20150203	15
mmViewProblem	YDesai	16298: ABCSpeedup	20150111	13
mmViewProblem	YDesai	16344: ChildStuntedness5	20150219	4
mmViewProblem	YDesai	16344: ChildStuntedness5	20150220	4
mmViewProblem	Yeagob	16198: ForestFire	20150128	10
mmViewProblem	Yeko	16359: BannerRegistration	20150305	4
mmViewProblem	YellowCat	16275: ActiveMolecules	20150119	1
mmViewProblem	YenF	16298: ABCSpeedup	20150130	1
mmViewProblem	YenF	16307: TripSafetyFactors	20150130	10
mmViewProblem	Yixin.Wan	16298: ABCSpeedup	20150115	7
mmViewProblem	Yizuz	16359: BannerRegistration	20150304	1
mmViewProblem	YouCode	16349: MovingNQueens	20150224	2
mmViewProblem	Youngfifty	16298: ABCSpeedup	20150203	2
mmViewProblem	Youngfifty	16307: TripSafetyFactors	20150129	2
mmViewProblem	YourRatzon	16349: MovingNQueens	20150223	8
mmViewProblem	Yurii_Kulish	16337: PrivateMatch	20150218	4
mmViewProblem	YurkoFlisk	16307: TripSafetyFactors	20150205	2
mmViewProblem	YurkoFlisk	16359: BannerRegistration	20150303	2
mmViewProblem	Yury.Dzerin	16307: TripSafetyFactors	20150208	2
mmViewProblem	Yury.Shporhun	16298: ABCSpeedup	20150113	6
mmViewProblem	Yuva.Raj	16298: ABCSpeedup	20150202	9
mmViewProblem	Yuva.Raj	16307: TripSafetyFactors	20150129	1
mmViewProblem	Z4Tech	16307: TripSafetyFactors	20150131	2
mmViewProblem	ZG3D	16337: PrivateMatch	20150216	5
mmViewProblem	Zahi.Prince	16307: TripSafetyFactors	20150206	2
mmViewProblem	Zandri	16298: ABCSpeedup	20150112	6
mmViewProblem	ZeTILoVNIK	16307: TripSafetyFactors	20150131	8
mmViewProblem	Zhuowei Cai	16275: ActiveMolecules	20150107	4
mmViewProblem	Zhuowei Cai	16298: ABCSpeedup	20150110	1
mmViewProblem	Zhuowei Cai	16307: TripSafetyFactors	20150130	2
mmViewProblem	Zimuk	10082: MasterMind	20150203	30
mmViewProblem	Zimuk	10501: DeepMining	20150218	42
mmViewProblem	Zimuk	16153: ChildStuntedness2	20150225	24
mmViewProblem	Zimuk	16196: ForestFire	20150211	40
mmViewProblem	Zimuk	16237: FacialEmotions	20150211	144
mmViewProblem	Zimuk	16272: ChildStuntedness4	20150224	99
mmViewProblem	Zimuk	16272: ChildStuntedness4	20150226	6
mmViewProblem	Zimuk	16275: ActiveMolecules	20150205	68
mmViewProblem	Zimuk	16275: ActiveMolecules	20150210	58
mmViewProblem	Zimuk	16307: TripSafetyFactors	20150203	44
mmViewProblem	Zimuk	16307: TripSafetyFactors	20150204	23
mmViewProblem	Zimuk	16307: TripSafetyFactors	20150205	82
mmViewProblem	Zimuk	16307: TripSafetyFactors	20150206	4
mmViewProblem	Zimuk	16307: TripSafetyFactors	20150208	2
mmViewProblem	Zimuk	16307: TripSafetyFactors	20150211	40
mmViewProblem	Zimuk	16307: TripSafetyFactors	20150217	22
mmViewProblem	Zimuk	16337: PrivateMatch	20150218	7
mmViewProblem	Zimuk	16344: ChildStuntedness5	20150220	7
mmViewProblem	Zimuk	16344: ChildStuntedness5	20150223	152
mmViewProblem	Zimuk	16344: ChildStuntedness5	20150224	110
mmViewProblem	Zimuk	16344: ChildStuntedness5	20150225	19
mmViewProblem	Zimuk	16349: MovingNQueens	20150224	76
mmViewProblem	[Hernan]	16307: TripSafetyFactors	20150208	2
mmViewProblem	[MinWoo]	16349: MovingNQueens	20150224	8
mmViewProblem	[MinWoo]	16349: MovingNQueens	20150225	15
mmViewProblem	[MinWoo]	16349: MovingNQueens	20150226	51
mmViewProblem	[[rng_58]]	16349: MovingNQueens	20150301	3
mmViewProblem	_Dominik	16168: OptimalDrug	20150225	2
mmViewProblem	_INVICTUS	16298: ABCSpeedup	20150117	3
mmViewProblem	_Kevin	15678: SensorFusion2	20150301	22
mmViewProblem	_Kevin	15939: SquareRemover	20150220	35
mmViewProblem	_Kevin	16168: OptimalDrug	20150302	23
mmViewProblem	_Kevin	16272: ChildStuntedness4	20150219	5
mmViewProblem	_Kevin	16272: ChildStuntedness4	20150223	19
mmViewProblem	_Kevin	16298: ABCSpeedup	20150219	5
mmViewProblem	_Kevin	16307: TripSafetyFactors	20150219	1
mmViewProblem	_Kevin	16344: ChildStuntedness5	20150219	1
mmViewProblem	_Kevin	16344: ChildStuntedness5	20150220	152
mmViewProblem	_Kevin	16344: ChildStuntedness5	20150221	6
mmViewProblem	_Kevin	16344: ChildStuntedness5	20150223	19
mmViewProblem	_Kevin	16344: ChildStuntedness5	20150224	57
mmViewProblem	_Kevin	16349: MovingNQueens	20150223	19
mmViewProblem	_Kevin	16349: MovingNQueens	20150224	7
mmViewProblem	_Kevin	16349: MovingNQueens	20150301	12
mmViewProblem	_Kevin	16349: MovingNQueens	20150302	23
mmViewProblem	_Kevin	16359: BannerRegistration	20150303	3
mmViewProblem	_Romka_	16349: MovingNQueens	20150225	6
mmViewProblem	_Romka_	16349: MovingNQueens	20150226	2
mmViewProblem	_Romka_	16359: BannerRegistration	20150303	7
mmViewProblem	_aditya	16337: PrivateMatch	20150217	3
mmViewProblem	_dp_singh	16359: BannerRegistration	20150302	2
mmViewProblem	_kuni88	16349: MovingNQueens	20150223	13
mmViewProblem	_paranoid	16168: OptimalDrug	20150124	4
mmViewProblem	_sash	16298: ABCSpeedup	20150117	6
mmViewProblem	_sash	16349: MovingNQueens	20150224	14
mmViewProblem	_sash	16349: MovingNQueens	20150301	4
mmViewProblem	_sharpy_	16307: TripSafetyFactors	20150205	2
mmViewProblem	_sjas	16237: FacialEmotions	20150128	4
mmViewProblem	_sjas	16298: ABCSpeedup	20150128	4
mmViewProblem	_sushant_rathor	16298: ABCSpeedup	20150115	2
mmViewProblem	_sushant_rathor	16298: ABCSpeedup	20150118	4
mmViewProblem	a.amster1	15999: SquareRemover	20150306	6
mmViewProblem	a.casagrande	16344: ChildStuntedness5	20150220	9
mmViewProblem	a.shams.tusu	16337: PrivateMatch	20150218	2
mmViewProblem	a2stnk	15938: SquareRemover	20150119	1
mmViewProblem	a2stnk	16065: ChildStuntedness	20150119	1
mmViewProblem	a2stnk	16196: ForestFire	20150119	1
mmViewProblem	a2stnk	16307: TripSafetyFactors	20150130	2
mmViewProblem	a4u.mishra	16307: TripSafetyFactors	20150130	3
mmViewProblem	a516822020	16307: TripSafetyFactors	20150224	1
mmViewProblem	a516822020	16349: MovingNQueens	20150224	1
mmViewProblem	a7884594	16275: ActiveMolecules	20150120	3
mmViewProblem	a7884594	16298: ABCSpeedup	20150117	5
mmViewProblem	a9108tc	16275: ActiveMolecules	20150201	24
mmViewProblem	a9108tc	16307: TripSafetyFactors	20150129	1
mmViewProblem	a9108tc	16307: TripSafetyFactors	20150201	24
mmViewProblem	aMinuteMan	16307: TripSafetyFactors	20150207	4
mmViewProblem	aa7773	16196: ForestFire	20150112	3
mmViewProblem	aabedi7	16344: ChildStuntedness5	20150226	10
mmViewProblem	aabedi7	16344: ChildStuntedness5	20150228	2
mmViewProblem	aakashp	16237: FacialEmotions	20150121	2
mmViewProblem	aakashp	16307: TripSafetyFactors	20150131	2
mmViewProblem	aakinola	16359: BannerRegistration	20150303	11
mmViewProblem	aanchal	16307: TripSafetyFactors	20150202	2
mmViewProblem	aanchal	16344: ChildStuntedness5	20150225	8
mmViewProblem	aaroncallard	16166: PropellerDetector	20150220	5
mmViewProblem	aaroncallard	16272: ChildStuntedness4	20150220	5
mmViewProblem	aaroncallard	16344: ChildStuntedness5	20150220	6
mmViewProblem	aaroncallard	16349: MovingNQueens	20150225	25
mmViewProblem	aaroncallard	16349: MovingNQueens	20150226	9
mmViewProblem	aarthi01	16298: ABCSpeedup	20150109	3
mmViewProblem	aarticodes	16359: BannerRegistration	20150304	1
mmViewProblem	aayush.shah15	16237: FacialEmotions	20150130	4
mmViewProblem	aayush.shah15	16307: TripSafetyFactors	20150130	1
mmViewProblem	abalacha	16298: ABCSpeedup	20150115	2
mmViewProblem	abaspinar	16349: MovingNQueens	20150223	9
mmViewProblem	abastov	16344: ChildStuntedness5	20150223	2
mmViewProblem	abcivashritt	16298: ABCSpeedup	20150114	1
mmViewProblem	abcivashritt	16307: TripSafetyFactors	20150131	8
mmViewProblem	abcivashritt	16307: TripSafetyFactors	20150204	2
mmViewProblem	abcivashritt	16349: MovingNQueens	20150303	5
mmViewProblem	abcivashritt	16359: BannerRegistration	20150303	1
mmViewProblem	abdelhas59	16307: TripSafetyFactors	20150209	12
mmViewProblem	abdullahtalal	15999: SquareRemover	20150219	6
mmViewProblem	abdulqayyum	16307: TripSafetyFactors	20150207	2
mmViewProblem	abeis	16337: PrivateMatch	20150216	4
mmViewProblem	abendigo	16307: TripSafetyFactors	20150126	4
mmViewProblem	abendigo	16307: TripSafetyFactors	20150131	6
mmViewProblem	abhi117	16359: BannerRegistration	20150303	2
mmViewProblem	abhi_dx	16344: ChildStuntedness5	20150224	2
mmViewProblem	abhi_sharma	16307: TripSafetyFactors	20150131	1
mmViewProblem	abhiamola	16307: TripSafetyFactors	20150131	2
mmViewProblem	abhicmrit	16298: ABCSpeedup	20150126	1
mmViewProblem	abhijitpatil2	16298: ABCSpeedup	20150130	1
mmViewProblem	abhilash_v	16349: MovingNQueens	20150225	3
mmViewProblem	abhishake	16349: MovingNQueens	20150223	2
mmViewProblem	abhishek.awale	16359: BannerRegistration	20150305	1
mmViewProblem	abhishek7	16275: ActiveMolecules	20150222	1
mmViewProblem	abhishek7	16344: ChildStuntedness5	20150221	2
mmViewProblem	abina	16209: ChildStuntedness3	20150306	2
mmViewProblem	ablasco	15520: ISS	20150306	6
mmViewProblem	ablasco	15761: MassAtrocityPredictor	20150306	6
mmViewProblem	ablasco	16168: OptimalDrug	20150305	2
mmViewProblem	ablasco	16209: ChildStuntedness3	20150306	5
mmViewProblem	ablasco	16298: ABCSpeedup	20150306	5
mmViewProblem	ablasco	16307: TripSafetyFactors	20150130	35
mmViewProblem	ablasco	16337: PrivateMatch	20150215	15
mmViewProblem	ablasco	16359: BannerRegistration	20150304	8
mmViewProblem	ablasco	16359: BannerRegistration	20150305	32
mmViewProblem	abundrew	16337: PrivateMatch	20150214	7
mmViewProblem	abundrew	16344: ChildStuntedness5	20150227	37
mmViewProblem	abundrew	16349: MovingNQueens	20150228	7
mmViewProblem	abundrew	16359: BannerRegistration	20150303	24
mmViewProblem	achlngm	16349: MovingNQueens	20150226	6
mmViewProblem	achut1993	16196: ForestFire	20150112	1
mmViewProblem	acjock	16298: ABCSpeedup	20150120	2
mmViewProblem	aconlineuser	10084: MasterMind	20150117	4
mmViewProblem	aconlineuser	10089: MessageReceiver	20150111	126
mmViewProblem	aconlineuser	10649: GroupSkills	20150111	47
mmViewProblem	aconlineuser	10681: Distance	20150111	47
mmViewProblem	aconlineuser	13722: ImageFilter	20150111	47
mmViewProblem	aconlineuser	13772: J2KDecode	20150111	126
mmViewProblem	aconlineuser	13934: AgentMatching	20150111	3
mmViewProblem	aconlineuser	14015: SpaceMedkit	20150111	126
mmViewProblem	aconlineuser	14052: SpaceMedkit	20150111	126
mmViewProblem	aconlineuser	14086: SpaceMedkit	20150110	53
mmViewProblem	aconlineuser	14133: SpaceMedkit	20150111	126
mmViewProblem	aconlineuser	14134: SpaceMedkit	20150111	173
mmViewProblem	aconlineuser	14162: InverseHash	20150110	9
mmViewProblem	aconlineuser	14672: AntiTravelingSalesperson	20150110	53
mmViewProblem	aconlineuser	15034: MinorityVariants	20150111	26
mmViewProblem	aconlineuser	15078: AffineSWOptimization	20150111	126
mmViewProblem	aconlineuser	15099: BlackAndWhiteGame	20150110	53
mmViewProblem	aconlineuser	15100: TwistedGame	20150110	53
mmViewProblem	aconlineuser	15101: Cakes	20150110	53
mmViewProblem	aconlineuser	15154: PolygonEstimation	20150110	53
mmViewProblem	aconlineuser	15189: FitnessEstimator	20150111	126
mmViewProblem	aconlineuser	15189: FitnessEstimator	20150116	52
mmViewProblem	aconlineuser	15398: LoadBalance	20150110	9
mmViewProblem	aconlineuser	15570: FixTheFence	20150110	9
mmViewProblem	aconlineuser	15608: SnowCleaning	20150110	53
mmViewProblem	aconlineuser	15608: SnowCleaning	20150116	52
mmViewProblem	aconlineuser	15618: SensorFusion	20150111	126
mmViewProblem	aconlineuser	15637: GWASSpeedup	20150116	52
mmViewProblem	aconlineuser	15678: SensorFusion2	20150111	85
mmViewProblem	aconlineuser	15684: CirclesSeparation	20150110	53
mmViewProblem	aconlineuser	15765: StructureRecognition	20150116	52
mmViewProblem	aconlineuser	15801: GatheringResources	20150110	53
mmViewProblem	aconlineuser	15801: GatheringResources	20150111	22
mmViewProblem	aconlineuser	15876: AlleleClassifier	20150110	53
mmViewProblem	aconlineuser	15876: AlleleClassifier	20150111	76
mmViewProblem	aconlineuser	15879: OctaveClassifier	20150110	23
mmViewProblem	aconlineuser	15879: OctaveClassifier	20150111	76
mmViewProblem	aconlineuser	15879: OctaveClassifier	20150112	17
mmViewProblem	aconlineuser	15879: OctaveClassifier	20150116	52
mmViewProblem	aconlineuser	15938: SquareRemover	20150110	53
mmViewProblem	aconlineuser	15948: AsteroidRejector	20150116	52
mmViewProblem	aconlineuser	16001: OmegaDetector	20150111	161
mmViewProblem	aconlineuser	16051: AsteroidTracker	20150111	47
mmViewProblem	aconlineuser	16153: ChildStuntedness2	20150111	76
mmViewProblem	aconlineuser	16153: ChildStuntedness2	20150112	37
mmViewProblem	aconlineuser	16154: ChildStuntedness2	20150111	76
mmViewProblem	aconlineuser	16154: ChildStuntedness2	20150116	52
mmViewProblem	aconlineuser	16165: PropellerDetector	20150111	85
mmViewProblem	aconlineuser	16166: PropellerDetector	20150111	132
mmViewProblem	aconlineuser	16166: PropellerDetector	20150112	37
mmViewProblem	aconlineuser	16168: OptimalDrug	20150111	85
mmViewProblem	aconlineuser	16168: OptimalDrug	20150112	37
mmViewProblem	aconlineuser	16196: ForestFire	20150110	7
mmViewProblem	aconlineuser	16196: ForestFire	20150111	47
mmViewProblem	aconlineuser	16196: ForestFire	20150112	37
mmViewProblem	aconlineuser	16209: ChildStuntedness3	20150111	24
mmViewProblem	aconlineuser	16209: ChildStuntedness3	20150112	5
mmViewProblem	aconlineuser	16209: ChildStuntedness3	20150116	52
mmViewProblem	aconlineuser	16237: FacialEmotions	20150111	152
mmViewProblem	aconlineuser	16237: FacialEmotions	20150112	37
mmViewProblem	aconlineuser	16237: FacialEmotions	20150113	2
mmViewProblem	aconlineuser	16237: FacialEmotions	20150114	39
mmViewProblem	aconlineuser	16272: ChildStuntedness4	20150114	78
mmViewProblem	aconlineuser	16272: ChildStuntedness4	20150116	60
mmViewProblem	aconlineuser	16275: ActiveMolecules	20150114	84
mmViewProblem	aconlineuser	16275: ActiveMolecules	20150118	31
mmViewProblem	aconlineuser	16275: ActiveMolecules	20150128	5
mmViewProblem	aconlineuser	16275: ActiveMolecules	20150213	16
mmViewProblem	aconlineuser	16275: ActiveMolecules	20150225	10
mmViewProblem	aconlineuser	16298: ABCSpeedup	20150110	1
mmViewProblem	aconlineuser	16298: ABCSpeedup	20150213	29
mmViewProblem	aconlineuser	16298: ABCSpeedup	20150225	28
mmViewProblem	aconlineuser	16307: TripSafetyFactors	20150126	13
mmViewProblem	aconlineuser	16307: TripSafetyFactors	20150128	2
mmViewProblem	aconlineuser	16307: TripSafetyFactors	20150201	18
mmViewProblem	aconlineuser	16307: TripSafetyFactors	20150225	34
mmViewProblem	aconlineuser	16307: TripSafetyFactors	20150227	2
mmViewProblem	aconlineuser	16337: PrivateMatch	20150213	11
mmViewProblem	aconlineuser	16344: ChildStuntedness5	20150223	14
mmViewProblem	aconlineuser	16344: ChildStuntedness5	20150225	14
mmViewProblem	aconlineuser	16349: MovingNQueens	20150223	14
mmViewProblem	aconlineuser	16349: MovingNQueens	20150225	14
mmViewProblem	aconlineuser	16349: MovingNQueens	20150227	8
mmViewProblem	aconlineuser	16349: MovingNQueens	20150302	10
mmViewProblem	aconlineuser	16349: MovingNQueens	20150305	10
mmViewProblem	aconlineuser	9881: RoutePackets	20150111	47
mmViewProblem	aconlineuser	9892: Sudoku	20150111	47
mmViewProblem	adam.gomulka4	16337: PrivateMatch	20150217	2
mmViewProblem	adamroderick	16307: TripSafetyFactors	20150131	6
mmViewProblem	adamroderick	16307: TripSafetyFactors	20150201	2
mmViewProblem	adamroderick	16307: TripSafetyFactors	20150202	2
mmViewProblem	adamroderick	16307: TripSafetyFactors	20150205	2
mmViewProblem	adamroderick	16307: TripSafetyFactors	20150207	5
mmViewProblem	adibbi	16307: TripSafetyFactors	20150131	1
mmViewProblem	adididthat	16349: MovingNQueens	20150228	2
mmViewProblem	adihk90	16237: FacialEmotions	20150110	2
mmViewProblem	aditya_kp	16275: ActiveMolecules	20150201	2
mmViewProblem	aditya_kp	16307: TripSafetyFactors	20150201	2
mmViewProblem	adityaseal12	16298: ABCSpeedup	20150117	2
mmViewProblem	adityasreekumar	16307: TripSafetyFactors	20150204	1
mmViewProblem	adk90	10834: BlockEditDistance	20150224	11
mmViewProblem	adk90	16337: PrivateMatch	20150214	9
mmViewProblem	adk90	16344: ChildStuntedness5	20150223	11
mmViewProblem	adk90	16349: MovingNQueens	20150223	1
mmViewProblem	adk90	16349: MovingNQueens	20150224	38
mmViewProblem	adk90	16349: MovingNQueens	20150225	6
mmViewProblem	adk90	16349: MovingNQueens	20150227	1
mmViewProblem	adk90	16359: BannerRegistration	20150304	7
mmViewProblem	adnanrahat	16298: ABCSpeedup	20150212	1
mmViewProblem	adroc	14193: Enigma	20150111	6
mmViewProblem	adroc	16275: ActiveMolecules	20150109	3
mmViewProblem	ads71993	16359: BannerRegistration	20150305	4
mmViewProblem	adubswils	16344: ChildStuntedness5	20150226	16
mmViewProblem	aeai	16307: TripSafetyFactors	20150130	3
mmViewProblem	aerciyas	16349: MovingNQueens	20150225	57
mmViewProblem	aerciyas	16349: MovingNQueens	20150226	1
mmViewProblem	aerciyas	16349: MovingNQueens	20150227	2
mmViewProblem	aerciyas	16349: MovingNQueens	20150228	6
mmViewProblem	aerciyas	16349: MovingNQueens	20150302	143
mmViewProblem	aerciyas	16349: MovingNQueens	20150303	4
mmViewProblem	afranks	16344: ChildStuntedness5	20150220	4
mmViewProblem	afrhu	16298: ABCSpeedup	20150113	2
mmViewProblem	afrhu	16344: ChildStuntedness5	20150222	3
mmViewProblem	afrhu	16349: MovingNQueens	20150224	5
mmViewProblem	afrhu	16349: MovingNQueens	20150226	9
mmViewProblem	afrhu	16349: MovingNQueens	20150227	5
mmViewProblem	afrhu	16349: MovingNQueens	20150228	12
mmViewProblem	afrhu	16349: MovingNQueens	20150301	9
mmViewProblem	afrhu	16349: MovingNQueens	20150302	6
mmViewProblem	afrhu	16359: BannerRegistration	20150302	5
mmViewProblem	afroze	16298: ABCSpeedup	20150113	2
mmViewProblem	agasvina	16349: MovingNQueens	20150225	1
mmViewProblem	agdenadel	16298: ABCSpeedup	20150117	4
mmViewProblem	aggieCA	16069: OCROptimization	20150107	1
mmViewProblem	agna13	16298: ABCSpeedup	20150111	10
mmViewProblem	agna13	16298: ABCSpeedup	20150201	3
mmViewProblem	agna13	16307: TripSafetyFactors	20150129	2
mmViewProblem	agsharath	16272: ChildStuntedness4	20150209	36
mmViewProblem	aguimont	16359: BannerRegistration	20150306	2
mmViewProblem	agus.mw	16307: TripSafetyFactors	20150127	14
mmViewProblem	agus.mw	16344: ChildStuntedness5	20150221	4
mmViewProblem	agw	16307: TripSafetyFactors	20150202	27
mmViewProblem	agw	16307: TripSafetyFactors	20150203	33
mmViewProblem	agw	16307: TripSafetyFactors	20150204	21
mmViewProblem	agw	16307: TripSafetyFactors	20150206	8
mmViewProblem	agw	16307: TripSafetyFactors	20150208	1
mmViewProblem	ah.adel93	16307: TripSafetyFactors	20150131	1
mmViewProblem	ahezzati	16349: MovingNQueens	20150228	1
mmViewProblem	ahj	16237: FacialEmotions	20150109	6
mmViewProblem	ahmad_mamdouh	16349: MovingNQueens	20150223	2
mmViewProblem	ahmed_sobhy	16275: ActiveMolecules	20150108	25
mmViewProblem	ahmed_sobhy	16298: ABCSpeedup	20150109	2
mmViewProblem	ahmed_sobhy	16298: ABCSpeedup	20150112	7
mmViewProblem	ahmed_sobhy	16298: ABCSpeedup	20150113	14
mmViewProblem	ahmedbilal96	16298: ABCSpeedup	20150112	3
mmViewProblem	ahoenig	16196: ForestFire	20150118	1
mmViewProblem	ahoenig	16196: ForestFire	20150218	2
mmViewProblem	ahoenig	16298: ABCSpeedup	20150114	2
mmViewProblem	ahoenig	16298: ABCSpeedup	20150123	15
mmViewProblem	ahoenig	16307: TripSafetyFactors	20150130	2
mmViewProblem	ahoenig	16307: TripSafetyFactors	20150202	11
mmViewProblem	ahoenig	16307: TripSafetyFactors	20150203	4
mmViewProblem	ahoenig	16307: TripSafetyFactors	20150205	2
mmViewProblem	ahoenig	16307: TripSafetyFactors	20150208	142
mmViewProblem	ahoenig	16307: TripSafetyFactors	20150209	114
mmViewProblem	ahoenig	16307: TripSafetyFactors	20150210	111
mmViewProblem	ahoenig	16349: MovingNQueens	20150225	12
mmViewProblem	ahoenig	16349: MovingNQueens	20150226	160
mmViewProblem	ahoenig	16349: MovingNQueens	20150302	18
mmViewProblem	ahoenig	16359: BannerRegistration	20150302	15
mmViewProblem	ahoenig	16359: BannerRegistration	20150306	22
mmViewProblem	aichzee	16051: AsteroidTracker	20150129	13
mmViewProblem	aichzee	16307: TripSafetyFactors	20150129	13
mmViewProblem	ainu7	16298: ABCSpeedup	20150111	1
mmViewProblem	ainu7	16298: ABCSpeedup	20150114	4
mmViewProblem	ainu7	16359: BannerRegistration	20150303	12
mmViewProblem	aios	16298: ABCSpeedup	20150117	1
mmViewProblem	air13	16359: BannerRegistration	20150305	14
mmViewProblem	airlrj	16337: PrivateMatch	20150217	2
mmViewProblem	ajaugust44	10876: MarsRover	20150201	17
mmViewProblem	ajaugust44	11148: Permute	20150202	37
mmViewProblem	ajaugust44	14592: StringCompression	20150201	17
mmViewProblem	ajaugust44	14692: AntiTravelingSalesperson	20150201	17
mmViewProblem	ajaugust44	15298: TwistedGame	20150201	17
mmViewProblem	ajaugust44	15300: Cakes	20150201	17
mmViewProblem	ajaugust44	16198: ForestFire	20150201	4
mmViewProblem	ajaugust44	9877: CostlySorting	20150201	17
mmViewProblem	ajaychetry	16298: ABCSpeedup	20150209	2
mmViewProblem	ajayshan2004	16307: TripSafetyFactors	20150131	3
mmViewProblem	ajayshan2004	16344: ChildStuntedness5	20150223	3
mmViewProblem	ajayshan2004	16349: MovingNQueens	20150223	3
mmViewProblem	ajinadai	16275: ActiveMolecules	20150112	9
mmViewProblem	ajinadai	16298: ABCSpeedup	20150112	10
mmViewProblem	ajithkumar16	16298: ABCSpeedup	20150118	2
mmViewProblem	ajr.grubbs	16344: ChildStuntedness5	20150227	4
mmViewProblem	ajr.grubbs	16349: MovingNQueens	20150227	4
mmViewProblem	ajr.grubbs	16359: BannerRegistration	20150302	2
mmViewProblem	ak2703	16307: TripSafetyFactors	20150205	1
mmViewProblem	akalegin	16307: TripSafetyFactors	20150130	1
mmViewProblem	akallu	16275: ActiveMolecules	20150111	2
mmViewProblem	akanegi	16154: ChildStuntedness2	20150112	5
mmViewProblem	akartik80	16272: ChildStuntedness4	20150112	2
mmViewProblem	akarwa	16307: TripSafetyFactors	20150303	3
mmViewProblem	akarwa	16359: BannerRegistration	20150303	3
mmViewProblem	akhmedovi	16349: MovingNQueens	20150228	2
mmViewProblem	akki209	16344: ChildStuntedness5	20150227	7
mmViewProblem	akki209	16349: MovingNQueens	20150227	7
mmViewProblem	aklecram	16359: BannerRegistration	20150305	2
mmViewProblem	akonumboche	16298: ABCSpeedup	20150111	3
mmViewProblem	akosidoctor26	16349: MovingNQueens	20150226	2
mmViewProblem	akovski	16069: OCROptimization	20150217	5
mmViewProblem	akovski	16359: BannerRegistration	20150303	2
mmViewProblem	aks2291	16307: TripSafetyFactors	20150210	3
mmViewProblem	aksain	16344: ChildStuntedness5	20150223	1
mmViewProblem	aksam5800	15801: GatheringResources	20150114	7
mmViewProblem	aksam5800	16275: ActiveMolecules	20150114	77
mmViewProblem	akshat-10	16359: BannerRegistration	20150305	1
mmViewProblem	akshay.bhardwaj	16237: FacialEmotions	20150115	1
mmViewProblem	akshay.bhardwaj	16298: ABCSpeedup	20150115	3
mmViewProblem	akshaygarg1995	16344: ChildStuntedness5	20150222	1
mmViewProblem	akshayyadav	16275: ActiveMolecules	20150112	1
mmViewProblem	aksonov	16307: TripSafetyFactors	20150206	27
mmViewProblem	akukenas	16344: ChildStuntedness5	20150221	2
mmViewProblem	akurus	16298: ABCSpeedup	20150211	1
mmViewProblem	al_gol	16307: TripSafetyFactors	20150209	2
mmViewProblem	al_gol	16359: BannerRegistration	20150304	68
mmViewProblem	alan.diaz	16275: ActiveMolecules	20150107	25
mmViewProblem	alaudo	16298: ABCSpeedup	20150110	14
mmViewProblem	alazyrabbit	16359: BannerRegistration	20150303	1
mmViewProblem	alazyrabbit	16359: BannerRegistration	20150304	22
mmViewProblem	albertjkim1	16237: FacialEmotions	20150218	7
mmViewProblem	albertjkim1	16237: FacialEmotions	20150219	2
mmViewProblem	albusshin	15860: ColorLinker	20150212	5
mmViewProblem	albusshin	16349: MovingNQueens	20150226	10
mmViewProblem	alcanta	15982: RectanglesAndHoles	20150304	8
mmViewProblem	alcanta	16012: CollageMaker	20150304	8
mmViewProblem	alcanta	16307: TripSafetyFactors	20150128	9
mmViewProblem	alcanta	16344: ChildStuntedness5	20150224	23
mmViewProblem	alcanta	16349: MovingNQueens	20150224	34
mmViewProblem	alcanta	16349: MovingNQueens	20150225	46
